title,category,description,price,image
"Смартфон iLife itell S280C Champagne (2.8"" (320x240), Single-Core (1.0Ghz), 256MB, 512MB, Dual SIM, BT, Wi-Fi, Rear 2.0Mp, Android 2.3.5)",Смартфоны,no description,2 660 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Смартфон iLife AMAZE 6"" Phablet (605) (6"" IPS (960x540), Quad-Core (1.2Ghz), 1GB, 8GB, Dual SIM, Wi-Fi, Front 2.0Mp, Rear 5.0Mp, Android 4.4)",Смартфоны,no description,12 160 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Ergo A551 Sky 4G Dual Sim (gold),Смартфоны,no description,3 295 сом 6 590 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Ergo A551 Sky 4G Dual Sim (dark blue),Смартфоны,no description,3 295 сом 6 590 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Ergo A502 Aurum Dual Sim  (white),Смартфоны,no description,2 320 сом 4 640 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Смартфон Bravis Trend White (5.0"" IPS (1280x720), Quad-Core (1.2Ghz), 1GB, 8GB, Wi-Fi, Dual SIM, BT, Front 2Mp, Rear 5Mp, Android 5.1)",Смартфоны,no description,2 990 сом 5 980 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Смартфон Bravis Next Black (4.5"" IPS (854 x 480), Quad-Core (1.3Ghz), 512MB, 4GB, Wi-Fi, Dual SIM, BT, Front 0.3Mp, Rear 5Mp, Android 5.1)",Смартфоны,no description,2 420 сом 4 840 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Смартфон Bravis Light Black (4.0"" IPS (800x480), Quad-Core (1.3Ghz), 512MB, 4GB, Wi-Fi, Dual SIM, BT, Front 0.3Mp, Rear 2Mp, Android 4.4)",Смартфоны,no description,1 910 сом 3 820 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis A505 JOY PLUS (deep blue),Смартфоны,no description,2 995 сом 5 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis A504 Trace dual Sim (gold),Смартфоны,no description,2 945 сом 5 890 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis A504 Trace dual Sim (black),Смартфоны,no description,2 945 сом 5 890 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis A503 JOY SIM (white),Смартфоны,no description,2 495 сом 4 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis A503 JOY SIM (gold),Смартфоны,no description,2 495 сом 4 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis A503 JOY SIM (black),Смартфоны,no description,2 495 сом 4 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis  A552 JOY MAX (Grey,Смартфоны,no description,3 095 сом 6 190 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis  A552 JOY MAX (Gold),Смартфоны,no description,3 095 сом 6 190 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Смартфон Asus FonePad 6"" Black (1B034A) (6"" IPS (1920x1080), Atom Z2580 Dual-Core (2.0Ghz), 2GB, 16GB Storage, Wi-Fi, BT, Micro SIM), Front Camera 1.2",Смартфоны,no description,14 475 сом 28 950 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Смартфон Zopo ZP920 White (5.2"" LTPS (1920x1080), Octa-Core (1.7Ghz), 2GB, 16GB, Wi-Fi, BT, LTE, Front 8Mp, Rear 13Mp, Android 4.4.4)",Смартфоны,no description,8 380 сом 16 760 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Смартфон Zopo ZP920 Black (5.2"" LTPS (1920x1080), Octa-Core (1.7Ghz), 2GB, 16GB, Wi-Fi, BT, LTE, Front 8Mp, Rear 13Mp, Android 4.4.4)",Смартфоны,no description,8 380 сом 16 760 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Смартфон Philips Xenium i908 Black (5.0"" IPS (1920x1080), Octa-Core (1.7Ghz), 2GB, 16GB, Wi-Fi, Dual SIM, BT, Front 2Mp, Rear 13Mp, Android 4.4)",Смартфоны,no description,6 845 сом 13 690 сом,http://planeta.kg/upload/iblock/7cf/7cf164e448cbc96076fff3b49bb7b032.png
"Смартфон Philips S396 Black (5.0"" IPS (1280x720), Quad-Core (1.0Ghz), 1GB, 8GB, Wi-Fi, Dual microSIM, LTE, BT, Front 8Mp, Rear 8Mp, Android 5.1)",Смартфоны,no description,5 625 сом 11 250 сом,http://planeta.kg/upload/iblock/f5e/f5e98145f07abac248bd55a174e623d1.jpeg
Смартфон Philips S326 Grey ,Смартфоны,no description,3 845 сом 7 690 сом,http://planeta.kg/upload/iblock/911/911d389b837c756e34095478eb30bf2b.jpeg
"Смартфон iLife itell S500S Silver (5"" (854x480), Quad-Core (1.2Ghz), 512MB, 4GB, Dual SIM, BT, Wi-Fi, Front 0.3Mp, Rear 8.0Mp, Android 4.4)",Смартфоны,no description,6 570 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Смартфон Bravis Trend Black (5.0"" IPS (1280x720), Quad-Core (1.2Ghz), 1GB, 8GB, Wi-Fi, Dual SIM, BT, Front 2Mp, Rear 5Mp, Android 5.1)",Смартфоны,no description,2 990 сом 5 980 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis A505 JOY PLUS (white),Смартфоны,no description,2 995 сом 5 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis A505 JOY PLUS (gold),Смартфоны,no description,2 995 сом 5 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Смартфон Bravis A504 Trace dual Sim (white),Смартфоны,no description,2 945 сом 5 890 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Батарея для ноутбука TOSHIBA 6-cell (V000061130),Аксессуары для ноутбуков,no description,14 550 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Роутер TP-Link TL-WR841N Wi-Fi 300 Мб, 4 LAN 100 Мб,2T2R, 2.4GHz, 802.11n/g/b ",Сетевое оборудование,no description,1 330 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Модем PCI Intex 56k Conexant,Сетевое оборудование,no description,480 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Принтер монохромный HP LaserJet Pro M102w (А4, 600x600dpi, 23ppm, 2Mb, USB 2.0, 20 стр/мин, Wi-Fi )",Принтеры,no description,10 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Принтер HP Laser 107r  (A4, 600x600 dpi, 20 ppm, 64Mb, USB 2.0)",Принтеры,no description,8 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Принтер Epson L805 (A4, 37/38ppm Black/Color, 12sec/photo, 64-300g/m2, 5760x1440dpi, CD-printing, USB, Wi-Fi)",Принтеры,no description,22 990 сом,http://planeta.kg/upload/iblock/ffe/ffea0b374fa79822c6b65c7aad9b49a4.jpeg
"Принтер Epson WorkForce Pro WF-M5190DW (A4, 34ppm Black, 64-256g/m2, 1200х2400dpi, Duplex, USB, Wi-Fi, LAN)",Принтеры,no description,13 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
Принтер Epson M1120,Принтеры,no description,18 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"Принтер Epson LX-350 (ударный 9-игольчатый принтер, 357 знаков в секунду, LPT, COM, USB)",Принтеры,no description,18 990 сом,http://planeta.kg/upload/iblock/8cf/8cfd74a457b632a6af73bc16dac9ae4a.jpeg
"Принтер Epson LX-1350 (A3, ударный 9-игольчатый принтер, 357 знаков в секунду, возможность вывода до 5-ти экземпляров, LPT, USB)",Принтеры,no description,35 990 сом,http://planeta.kg/upload/iblock/dc5/dc5090f24c716c9baf4b3f455d04f071.jpeg
"Принтер Epson L810 (A4, 37/38ppm Black/Color, 12sec/photo, 64-300g/m2, 5760x1440dpi, CD-printing, LCD 6.9 cm, USB)",Принтеры,no description,35 990 сом,http://planeta.kg/upload/iblock/622/62275a40ea8e03ebea768bb00490c9bc.jpeg
"Принтер Epson L132 (A4, 27/15ppm Black/Color, 69sec/photo, 64-255g/m2, 5760x1440dpi, USB)",Принтеры,no description,12 990 сом,http://planeta.kg/upload/iblock/6cd/6cdb441552d4174cafdae9a651ee76a5.jpeg
"Принтер Epson L1300 (A3+, 15/18ppm A4, 5760x1440 dpi, 64-255g/m2, USB)",Принтеры,no description,58 990 сом,http://planeta.kg/upload/iblock/ba7/ba7853f1473d847281d3ea2650f0b7f5.jpeg
"Принтер Epson L120 (A4, 8/4ppm Black/Color, 64-95g/m2, 720x720dpi, USB)",Принтеры,no description,10 990 сом,http://planeta.kg/upload/iblock/955/9552ea7dc3d2694ef98585e76ba7df1f.jpeg
"Принтер Epson Expression Photo HD XP-15000 (A3+, 29ppm A4, 5760x1440 dpi, 64-300g/m2, Duplex, CD-printing, USB, Wi-Fi)",Принтеры,no description,59 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"МФУ Epson L3150 (Printer-copier-scaner, A4, 33/15ppm (Black/Color), 69sec/photo, 64-256g/m2, 5760x1440dpi, 1200x2400 scaner, USB, Wi-Fi)",Мфу (принтер/сканер/копир),no description,17 990 сом,http://planeta.kg/upload/iblock/180/180890957aa665c0030d8f75c9c6a600.jpeg
"МФУ Epson L15150 фабрика печати (Printer-copier-scaner,Fax  A3+, 25/12ppm (Black/Color), 64-256g/m2, 4800x1200dpi, 1200x2400 scaner, USB,Wi-Fi)",Мфу (принтер/сканер/копир),no description,114 990 сом,http://planeta.kg/upload/iblock/f83/f835f294707246282555123e5d9b9be7.jpeg
"МФУ Epson L850 (Printer-copier-scaner, A4, 37/38ppm (Black/Color), 12sec/photo, 64-300g/m2, 5760x1440dpi, 1200x2400 scaner, LCD 6.9 cm, USB)",Мфу (принтер/сканер/копир),no description,42 990 сом,http://planeta.kg/upload/iblock/176/176bd77dab9fd7c6179a9f851c9a7a4a.jpeg
"МФУ Epson M3170 (Printer-copier-scaner-fax, A4, 39ppm Black, 1200х2400 dpi, 1200×2400 scaner, LCD 6.1cm, 64-90g/m2, Duplex, USB, Wi-Fi) Ресурс стартов",Мфу (принтер/сканер/копир),no description,30 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
"МФУ Epson L4160 (Printer-copier-scaner, A4, 33/15ppm (Black/Color), 69sec/photo, 64-256g/m2, 5760x1440dpi, 1200x2400 scaner, LCD 3.7cm, Wi-Fi, USB)",Мфу (принтер/сканер/копир),no description,26 990 сом,http://planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
